id,carat,cut,color,clarity,depth,table,x,y,z,price
343,1.5,Fair,H,VS1,61.7,60.0,7.37,7.27,4.52,9.306
344,1.02,Ideal,H,I1,62.1,56.0,6.45,6.4,3.99,8.291
345,1.01,Very Good,D,SI2,63.1,54.0,6.43,6.37,4.04,8.375
346,1.02,Premium,F,VS1,62.7,55.0,6.43,6.37,4.01,8.946
347,0.42,Good,H,SI1,63.6,57.0,4.74,4.79,3.03,6.482
348,1.24,Ideal,G,VS1,61.8,55.0,6.85,6.89,4.25,9.301
349,0.38,Premium,E,SI2,59.9,56.0,4.79,4.72,2.85,6.39
350,0.9,Good,J,VS2,57.9,63.0,6.32,6.35,3.67,8.138
351,0.4,Premium,D,SI1,63.0,57.0,4.7,4.66,2.95,6.829
352,0.34,Ideal,D,VVS2,61.8,55.0,4.46,4.48,2.76,7.03
353,0.7,Very Good,G,VVS2,63.6,57.0,5.59,5.63,3.57,7.894
354,0.42,Premium,H,VVS1,62.0,58.0,4.79,4.82,2.98,6.974
355,0.8,Fair,G,SI2,64.6,55.0,5.86,5.75,3.75,7.748
356,1.01,Very Good,E,SI1,63.6,56.0,6.3,6.37,4.03,8.721
357,0.81,Premium,G,SI2,59.0,57.0,6.14,6.1,3.61,7.729
358,0.28,Very Good,G,VS2,61.3,57.0,4.21,4.24,2.59,6.198
359,2.0,Premium,G,SI2,61.1,60.0,8.1,8.03,4.93,9.546
360,1.55,Premium,H,SI1,61.8,59.0,7.45,7.38,4.58,9.238
361,1.1,Ideal,F,VVS2,61.2,56.0,6.66,6.74,4.1,9.258
362,0.3,Premium,D,SI1,62.3,58.0,4.32,4.28,2.68,6.564
363,0.33,Premium,H,VS1,62.9,59.0,4.4,4.35,2.75,6.611
364,0.32,Premium,H,SI1,62.0,58.0,4.38,4.39,2.72,6.133
365,0.52,Ideal,E,SI2,61.0,57.0,5.18,5.21,3.17,7.253
366,0.42,Ideal,G,IF,62.2,54.0,4.81,4.84,3.0,7.162
367,0.43,Good,G,SI2,58.8,61.0,4.92,4.94,2.9,6.494
368,0.91,Good,G,VS2,59.9,61.0,6.2,6.33,3.75,8.325
369,0.7,Ideal,F,SI1,61.8,55.0,5.71,5.75,3.54,7.784
370,0.55,Ideal,G,IF,61.1,57.0,5.26,5.31,3.23,7.776
371,0.9,Very Good,H,VS2,63.0,57.0,6.09,6.13,3.85,8.385
372,1.11,Premium,H,SI1,62.5,58.0,6.64,6.61,4.14,8.6
373,1.04,Ideal,I,SI1,61.7,57.0,6.49,6.54,4.02,8.377
374,1.02,Very Good,E,SI1,63.5,55.0,6.3,6.37,4.02,8.565
375,1.0,Premium,G,SI2,59.1,59.0,6.55,6.48,0.0,8.053
376,1.08,Very Good,G,SI2,63.2,57.0,6.54,6.5,4.12,8.371
377,1.11,Premium,H,SI2,61.5,59.0,6.61,6.56,4.05,8.346
378,2.02,Premium,G,SI2,61.3,56.0,8.22,8.16,5.02,9.737
379,0.7,Very Good,H,VS2,63.2,57.0,5.58,5.62,3.54,7.667
380,0.5,Ideal,F,VS1,61.4,58.0,5.07,5.12,3.13,7.378
381,1.16,Premium,J,SI1,62.5,58.0,6.73,6.67,4.19,8.348
382,1.21,Ideal,I,VS1,60.3,60.0,6.89,6.93,4.17,8.745
383,0.9,Premium,F,SI2,62.6,62.0,6.06,6.01,3.78,8.074
384,1.71,Good,E,SI1,63.8,58.0,7.54,7.48,4.79,9.411
385,0.3,Premium,G,VVS2,61.8,59.0,4.26,4.22,2.62,6.778
386,0.37,Premium,E,VS2,61.0,59.0,4.59,4.63,2.81,6.698
387,1.25,Ideal,F,VS1,62.0,55.0,6.91,6.95,4.3,9.168
388,0.52,Ideal,E,VS2,61.3,55.0,5.22,5.19,3.19,7.477
389,1.29,Ideal,J,VS2,60.9,58.0,7.05,7.0,4.28,8.639
390,1.46,Premium,G,VS1,62.3,58.0,7.2,7.25,4.5,9.405
391,1.2,Premium,H,SI2,61.4,58.0,6.81,6.77,4.17,8.662
392,1.65,Ideal,I,VS2,61.5,57.0,7.59,7.65,4.69,9.433
393,0.9,Very Good,H,SI1,63.2,61.0,6.12,6.03,3.84,8.084
394,1.0,Very Good,H,SI2,64.1,54.0,6.3,6.33,4.05,8.292
395,0.41,Very Good,F,SI2,60.8,58.0,4.78,4.83,2.92,6.472
396,0.76,Very Good,H,SI1,61.6,58.0,5.88,5.91,3.63,7.887
397,0.36,Ideal,H,IF,61.9,57.0,4.55,4.6,2.83,6.853
398,2.03,Very Good,G,SI1,61.7,54.0,8.07,8.19,5.02,9.826
399,0.53,Very Good,G,SI2,60.8,58.0,5.19,5.21,3.16,6.975
400,0.33,Premium,E,VVS2,61.3,59.0,4.44,4.47,2.73,6.608
401,0.91,Ideal,G,VS2,62.3,57.0,6.18,6.24,3.87,8.356
402,2.01,Fair,G,SI2,63.8,59.0,7.77,7.87,4.99,9.602
403,0.3,Ideal,E,VS2,61.5,56.0,4.29,4.33,2.65,6.489
404,0.24,Very Good,G,VVS1,61.7,56.0,3.98,4.02,2.46,6.223
405,1.22,Very Good,H,SI1,61.2,60.0,6.83,6.9,4.2,8.711
406,1.01,Very Good,E,SI1,63.4,55.0,6.38,6.42,4.06,8.78
407,0.43,Premium,H,VS1,60.0,59.0,4.98,4.86,2.95,7.015
408,0.31,Ideal,H,VS2,62.2,55.0,4.35,4.39,2.72,6.192
409,2.52,Ideal,I,SI1,61.5,56.0,8.76,8.69,5.37,9.754
410,0.7,Ideal,G,VS2,62.7,54.0,5.65,5.7,3.65,8.062
411,0.51,Ideal,D,SI2,62.5,55.0,5.12,5.15,3.21,7.142
412,1.04,Fair,E,SI2,67.5,56.0,6.28,6.22,4.22,8.426
413,1.31,Very Good,I,VS1,62.3,58.0,6.99,7.03,4.37,8.837
414,1.14,Ideal,G,IF,61.1,57.0,6.7,6.76,4.11,9.241
415,0.8,Ideal,D,SI2,61.9,54.0,5.98,5.96,3.7,8.211
416,1.21,Good,J,SI2,63.7,55.0,6.81,6.75,4.32,8.359
417,0.27,Ideal,E,VVS2,60.2,55.0,4.24,4.27,2.56,6.633
418,1.05,Ideal,G,VS1,61.0,56.0,6.62,6.56,4.02,8.926
419,0.63,Very Good,D,SI1,62.8,57.0,5.4,5.46,3.41,7.542
420,1.07,Ideal,G,VS2,61.7,55.0,6.53,6.57,4.04,8.933
421,0.3,Good,E,VVS2,59.8,64.0,4.34,4.29,2.58,6.933
422,0.36,Ideal,F,VS1,60.8,56.0,4.61,4.64,2.81,6.688
423,1.01,Ideal,H,SI1,62.5,56.0,6.38,6.45,4.01,8.629
424,1.5,Ideal,G,VS2,62.5,55.0,7.26,7.23,4.53,9.456
425,1.0,Very Good,F,VVS2,61.1,55.0,6.49,6.51,3.97,9.015
426,2.02,Very Good,H,SI2,62.3,58.0,7.97,8.04,4.99,9.62
427,1.51,Fair,G,SI2,65.5,55.0,7.14,7.08,4.66,9.082
428,0.5,Ideal,E,VS1,62.2,57.0,5.1,5.13,3.18,7.38
429,0.4,Ideal,E,VS2,62.6,56.0,4.67,4.69,2.93,6.855
430,0.91,Good,G,VS2,63.6,58.0,6.1,6.14,3.89,8.356
431,0.63,Ideal,E,VS2,61.5,56.0,5.48,5.54,3.39,7.829
432,0.54,Ideal,G,VS2,61.9,57.0,5.23,5.18,3.22,7.401
433,0.71,Ideal,F,VVS1,61.0,56.0,5.77,5.8,3.53,8.521
434,1.0,Fair,H,VS1,57.4,68.0,6.52,6.47,3.73,8.382
435,1.61,Very Good,J,VS2,61.7,59.0,7.46,7.51,4.62,8.949
436,0.33,Ideal,J,VS1,62.1,55.0,4.44,4.41,2.75,6.323
437,1.21,Premium,H,SI1,59.5,58.0,7.02,6.96,4.16,8.704
438,0.37,Premium,F,VS2,60.6,58.0,4.63,4.67,2.82,6.615
439,1.08,Fair,E,SI1,53.8,63.0,6.99,6.81,3.71,8.474
440,0.91,Premium,H,SI2,62.7,58.0,6.17,6.14,3.86,8.121
441,0.35,Ideal,J,VS1,61.5,56.0,4.56,4.58,2.81,6.17
442,0.46,Premium,D,VVS1,60.0,59.0,5.0,5.04,3.01,7.549
443,0.54,Ideal,E,SI2,60.6,57.0,5.25,5.28,3.19,7.128
444,0.5,Very Good,E,SI2,63.3,56.0,5.09,5.05,3.21,7.074
445,0.23,Very Good,D,VVS1,62.4,58.0,3.91,3.97,2.46,6.273
446,0.92,Very Good,D,I1,63.0,58.0,6.13,6.18,3.88,7.891
447,0.63,Ideal,H,VS2,62.1,54.0,5.51,5.54,3.43,7.403
448,0.41,Very Good,E,VS1,62.8,58.0,4.7,4.72,2.96,6.984
449,1.02,Ideal,I,SI1,61.9,55.0,6.43,6.46,3.99,8.29
450,1.54,Premium,H,VS2,61.8,59.0,7.35,7.4,4.56,9.278
451,0.51,Ideal,E,SI1,61.3,55.0,5.11,5.17,3.15,7.271
452,0.31,Ideal,H,VS1,61.7,57.0,4.34,4.38,2.69,6.299
453,0.91,Premium,H,VS2,59.6,60.0,6.29,6.25,3.74,8.257
454,1.08,Ideal,J,SI1,61.8,56.0,6.58,6.55,4.06,8.417
455,0.9,Very Good,G,SI1,62.9,56.0,6.11,6.17,3.86,8.28
456,0.52,Ideal,D,SI2,61.9,55.0,5.16,5.18,3.2,7.164
457,0.53,Ideal,D,VS2,61.4,56.0,5.18,5.21,3.19,7.414
458,0.31,Very Good,G,VVS2,63.2,58.0,4.32,4.26,2.71,6.81
459,0.5,Very Good,E,VS2,63.6,59.0,4.99,5.04,3.19,7.277
460,1.01,Ideal,I,VS1,62.8,57.0,6.42,6.38,4.02,8.292
461,0.53,Ideal,G,VS1,61.8,55.0,5.17,5.22,3.21,7.451
462,0.67,Good,F,VS1,59.8,60.3,5.62,5.69,3.38,7.816
463,0.37,Premium,E,VS2,61.8,59.0,4.6,4.56,2.83,6.948
464,0.4,Premium,D,SI2,61.9,58.0,4.71,4.73,2.92,6.501
465,0.9,Very Good,G,SI1,63.6,57.0,6.09,6.12,3.88,8.202
466,0.33,Premium,G,VS2,62.0,58.0,4.45,4.42,2.75,6.611
467,0.56,Ideal,D,VS2,61.5,57.0,5.33,5.28,3.26,7.633
468,0.74,Very Good,G,VS1,60.9,59.0,5.9,5.86,3.58,8.128
469,0.52,Good,F,VS1,64.2,58.0,5.1,5.02,3.25,7.518
470,0.7,Premium,I,SI2,62.3,59.0,5.64,5.59,3.5,7.255
471,0.72,Very Good,H,SI2,61.0,56.0,5.75,5.8,3.52,7.577
472,0.51,Premium,E,SI1,61.8,58.0,5.11,5.15,3.17,7.203
473,1.0,Good,E,VS2,63.7,56.0,6.37,6.34,4.05,8.669
474,1.05,Ideal,G,VS2,60.8,57.0,6.58,6.65,4.02,8.777
475,0.51,Ideal,F,VS2,62.3,56.0,5.12,5.08,3.18,7.445
476,0.33,Ideal,D,SI1,62.2,54.0,4.45,4.46,2.77,6.354
477,0.84,Good,F,I1,60.8,64.0,6.05,6.03,3.67,7.467
478,0.7,Premium,F,SI1,58.6,59.0,5.83,5.78,3.4,7.885
479,0.71,Ideal,F,VVS1,61.7,56.0,5.73,5.77,3.55,8.521
480,0.94,Very Good,G,SI2,62.3,59.0,6.2,6.26,3.88,8.117
481,0.4,Ideal,G,SI2,62.0,56.0,4.73,4.76,2.94,6.449
482,1.77,Good,J,SI2,63.4,60.0,7.61,7.65,4.84,9.001
483,0.32,Very Good,E,SI1,63.1,54.0,4.41,4.37,2.77,6.51
484,1.01,Very Good,D,SI1,59.7,57.0,6.53,6.56,3.91,8.618
485,0.7,Very Good,E,VS2,63.4,59.0,5.63,5.67,3.58,7.99
486,0.96,Good,H,SI2,56.7,62.0,6.51,6.39,3.66,8.147
487,0.4,Premium,D,SI1,60.8,59.0,4.8,4.77,2.91,6.898
488,1.5,Ideal,I,VVS2,60.7,60.0,7.35,7.4,4.48,9.299
489,0.41,Premium,J,VS1,62.1,58.0,4.75,4.79,2.96,6.472
490,0.31,Very Good,G,VVS1,61.5,55.0,4.36,4.4,2.69,6.619
491,0.51,Ideal,G,VVS1,60.5,59.0,5.16,5.19,3.13,7.546
492,0.4,Ideal,G,VS1,62.3,57.0,4.68,4.73,2.93,6.708
493,0.76,Very Good,H,VS2,58.7,61.0,5.96,5.99,3.51,7.863
494,0.31,Ideal,H,VVS1,61.6,55.0,4.37,4.4,2.7,6.532
495,1.01,Very Good,F,SI1,60.8,59.0,6.49,6.53,3.96,8.491
496,0.32,Ideal,H,VVS2,61.2,56.0,4.4,4.43,2.7,6.469
497,0.43,Ideal,G,IF,61.3,55.0,4.86,4.89,2.99,7.428
498,0.4,Ideal,F,VVS1,61.1,56.0,4.78,4.81,2.93,7.554
499,0.51,Very Good,G,VS2,61.2,55.0,5.13,5.16,3.15,7.242
500,1.02,Fair,F,SI2,65.5,59.0,6.27,6.24,4.1,8.231
501,0.35,Premium,E,SI2,61.5,59.0,4.56,4.52,2.79,6.446
502,0.9,Very Good,F,SI1,62.3,57.0,6.13,6.16,3.83,8.541
503,1.01,Very Good,E,SI1,60.0,60.0,6.45,6.49,3.88,8.623
504,1.21,Ideal,G,VS1,62.7,54.0,6.8,6.82,4.27,9.14
505,0.3,Premium,F,SI1,60.9,60.0,4.37,4.33,2.65,6.463
506,1.67,Very Good,I,VS2,60.7,60.0,7.61,7.68,4.64,9.227
507,0.38,Premium,H,VS2,60.6,58.0,4.7,4.68,2.84,6.8
508,0.55,Very Good,F,VS2,61.8,57.0,5.23,5.28,3.25,7.424
509,2.15,Ideal,I,SI1,60.9,56.0,8.38,8.33,5.09,9.473
510,0.41,Good,J,VS2,63.4,56.0,4.7,4.73,2.99,6.415
511,1.01,Very Good,F,VS2,63.1,56.0,6.41,6.37,4.03,8.743
512,1.02,Premium,E,SI1,61.5,58.0,6.46,6.51,3.99,8.553
513,1.16,Premium,H,SI1,59.6,58.0,6.86,6.83,4.08,8.479
514,1.02,Premium,F,VS1,61.9,58.0,6.5,6.45,4.01,8.921
515,0.51,Ideal,E,SI2,61.0,56.0,5.16,5.2,3.16,7.001
516,1.21,Premium,J,VVS2,60.8,60.0,6.86,6.88,4.18,8.626
517,0.32,Ideal,I,IF,60.8,54.0,4.44,4.47,2.71,6.512
518,1.53,Ideal,F,SI1,61.5,56.0,7.38,7.42,4.56,9.443
519,1.02,Ideal,E,VS1,60.1,57.0,6.52,6.59,3.94,8.999
520,1.5,Very Good,D,SI1,61.0,61.0,7.28,7.32,4.45,9.372
521,0.7,Good,H,VS2,64.5,57.0,5.53,5.57,3.58,7.667
522,0.4,Very Good,G,SI1,63.4,58.0,4.71,4.66,2.97,6.733
523,0.43,Ideal,G,VS1,61.9,55.0,4.86,4.84,3.0,6.916
524,0.3,Very Good,F,IF,62.6,55.0,4.3,4.32,2.7,6.787
525,1.06,Ideal,E,VS2,61.3,57.0,6.54,6.57,4.02,9.115
526,0.3,Ideal,G,VVS1,61.5,55.0,4.33,4.35,2.67,6.639
527,0.9,Very Good,I,IF,62.6,59.0,6.12,6.15,3.84,8.433
528,0.36,Very Good,H,VS2,63.5,54.0,4.59,4.55,2.9,6.592
529,1.01,Ideal,F,VS2,62.5,55.0,6.38,6.41,4.0,8.901
530,0.3,Premium,E,VS2,62.9,58.0,4.24,4.22,2.66,6.738
531,0.3,Very Good,F,VS1,59.8,60.0,4.39,4.31,2.6,6.461
532,1.14,Ideal,G,VS1,61.7,56.0,6.67,6.71,4.13,9.115
533,0.3,Ideal,D,VS1,60.8,58.0,4.31,4.34,2.63,6.609
534,0.41,Very Good,E,VVS2,62.8,54.0,4.72,4.77,2.98,7.079
535,0.93,Premium,J,VS2,61.1,59.0,6.34,6.32,3.87,8.047
536,0.33,Premium,I,VS1,62.7,58.0,4.4,4.43,2.77,6.256
537,0.38,Ideal,F,SI1,61.1,57.0,4.7,4.72,2.88,6.492
538,0.5,Very Good,D,IF,62.9,59.0,4.99,5.09,3.17,8.125
539,0.4,Very Good,E,SI1,63.5,57.0,4.72,4.7,2.99,6.782
540,0.4,Very Good,E,SI1,62.8,59.0,4.7,4.73,2.96,6.561
541,1.02,Premium,F,SI1,60.1,60.0,6.58,6.53,3.94,8.646
542,0.71,Good,F,SI1,64.3,58.0,5.61,5.55,3.59,7.722
543,1.01,Premium,F,SI1,62.7,54.0,6.42,6.37,4.01,8.361
544,0.3,Very Good,E,VVS2,62.9,55.0,4.25,4.27,2.68,6.733
545,0.33,Ideal,G,VS1,62.4,56.0,4.45,4.43,2.77,6.75
546,0.31,Ideal,H,SI1,61.3,55.0,4.36,4.41,2.69,6.043
547,0.71,Premium,E,SI2,60.4,61.0,5.79,5.77,3.49,7.648
548,0.33,Premium,G,IF,59.4,59.0,4.54,4.49,2.68,6.998
549,0.41,Premium,D,SI1,62.9,58.0,4.75,4.7,2.97,6.923
550,0.62,Ideal,F,SI2,62.0,58.0,5.44,5.49,3.39,7.277
551,1.01,Very Good,F,SI1,61.0,57.0,6.44,6.54,3.96,8.551
552,0.31,Ideal,D,VVS2,61.9,57.0,4.31,4.35,2.68,6.641
553,1.02,Very Good,I,VS2,59.3,59.0,6.57,6.62,3.91,8.468
554,1.03,Very Good,D,SI1,61.2,54.0,6.53,6.61,4.02,8.691
555,0.42,Premium,H,SI1,60.9,58.0,4.84,4.85,2.95,6.551
556,0.9,Very Good,I,VS2,62.3,64.0,6.1,6.13,3.81,8.19
557,0.42,Premium,I,SI1,62.6,58.0,4.8,4.76,2.99,6.688
558,0.9,Fair,D,SI1,66.4,59.0,5.97,5.92,3.95,8.126
559,0.55,Premium,E,VS2,61.5,56.0,5.28,5.25,3.24,7.54
560,0.3,Premium,H,VVS2,63.0,56.0,4.28,4.23,2.68,6.654
561,1.26,Very Good,G,SI1,61.7,60.0,6.85,6.9,4.24,8.815
562,0.31,Premium,F,VS2,59.3,60.0,4.39,4.41,2.61,6.438
563,0.3,Ideal,F,VS1,61.4,56.0,4.33,4.37,2.67,6.489
564,1.53,Premium,F,SI1,62.0,56.0,7.47,7.39,4.61,9.339
565,0.5,Ideal,F,SI2,60.9,57.0,5.16,5.13,3.13,7.093
566,1.21,Ideal,E,VS1,61.7,56.0,6.82,6.85,4.22,9.402
567,1.4,Very Good,G,VS1,59.9,56.0,7.31,7.34,4.39,9.357
568,0.3,Ideal,D,VVS2,60.7,58.0,4.3,4.33,2.62,6.702
569,0.43,Premium,H,I1,62.0,59.0,4.83,4.78,2.98,6.365
570,2.29,Premium,H,SI2,62.5,58.0,8.43,8.37,5.25,9.779
571,1.04,Ideal,F,VVS2,62.2,56.0,6.46,6.53,4.04,9.118
572,0.43,Ideal,E,SI1,61.2,56.2,4.87,4.89,2.99,6.688
573,0.35,Premium,H,VS2,59.6,62.0,4.62,4.57,2.74,6.564
574,0.31,Ideal,H,VS2,61.3,56.0,4.36,4.38,2.68,6.229
575,0.31,Very Good,E,SI1,63.4,55.0,4.29,4.26,2.71,6.479
576,0.23,Ideal,G,SI1,62.0,54.0,3.95,3.99,2.46,5.897
577,0.36,Very Good,E,VS1,60.6,58.0,4.61,4.63,2.8,6.796
578,1.0,Good,F,SI1,63.6,58.0,6.31,6.27,4.0,8.505
579,0.5,Premium,F,VS1,60.6,59.0,5.19,5.14,3.13,7.475
580,1.51,Very Good,I,SI2,63.1,60.0,7.19,7.13,4.52,8.827
581,0.45,Fair,F,VS1,66.9,54.0,4.85,4.75,3.21,6.851
582,0.33,Ideal,G,VVS1,60.9,57.0,4.49,4.51,2.74,6.731
583,0.34,Ideal,F,VS2,62.1,55.0,4.47,4.51,2.79,6.531
584,0.31,Ideal,G,VS2,61.6,54.0,4.41,4.39,2.71,6.548
585,1.78,Very Good,D,SI2,62.5,57.0,7.76,7.8,4.86,9.471
586,0.77,Ideal,G,VS2,62.1,56.0,5.85,5.88,3.64,8.044
587,0.9,Premium,G,VS2,61.0,58.0,6.2,6.13,3.76,8.3
588,1.2,Very Good,I,VS2,62.5,59.0,6.73,6.77,4.22,8.652
589,0.25,Ideal,H,VS2,61.0,55.0,4.11,4.09,2.5,6.157
590,0.4,Very Good,F,VS1,63.1,59.0,4.68,4.64,2.94,6.844
591,1.07,Ideal,F,SI2,61.5,55.0,6.56,6.62,4.05,8.564
592,1.03,Premium,F,VS2,60.5,59.0,6.6,6.52,3.97,8.581
593,0.76,Ideal,D,VVS2,62.3,57.0,5.84,5.87,3.65,8.348
594,0.77,Ideal,F,VS1,60.9,58.0,5.91,5.95,3.61,8.204
595,0.44,Ideal,E,VVS1,61.4,55.0,4.92,4.95,3.03,7.533
596,0.3,Very Good,H,VVS1,63.1,54.0,4.34,4.28,2.72,6.708
597,1.2,Very Good,G,SI2,62.0,60.0,6.78,6.76,4.2,8.648
598,0.41,Ideal,G,VVS2,62.9,56.0,4.74,4.7,2.97,6.981
599,1.45,Fair,J,SI2,58.6,68.0,7.45,7.33,4.34,8.427
600,0.5,Very Good,F,VS2,63.0,55.0,5.04,5.09,3.19,7.27
601,0.31,Good,H,VVS2,63.6,56.0,4.28,4.33,2.74,6.438
602,0.95,Premium,G,SI2,59.5,56.0,6.41,6.36,3.8,8.223
603,0.9,Very Good,E,VS2,60.6,60.0,6.14,6.27,3.76,8.457
604,1.26,Premium,F,VS1,62.7,58.0,6.86,6.93,4.32,9.2
605,1.0,Fair,G,VS1,64.9,65.0,6.31,6.18,4.05,8.402
606,1.0,Premium,F,VS1,62.7,55.0,6.39,6.34,3.99,8.862
607,1.21,Ideal,H,SI1,61.8,55.0,6.82,6.86,4.23,8.814
608,0.72,Ideal,I,VS2,60.3,57.0,5.82,5.86,3.52,8.129
609,0.64,Ideal,G,SI2,62.2,53.0,5.54,5.56,3.45,7.069
610,0.55,Very Good,E,SI2,59.6,57.0,5.34,5.39,3.2,7.043
611,1.07,Premium,J,VS2,62.8,57.0,6.54,6.49,4.09,8.349
612,0.43,Good,D,SI2,63.1,59.0,4.8,4.81,3.03,6.506
613,0.4,Ideal,E,VVS1,61.3,56.0,4.78,4.75,2.92,7.509
614,0.33,Ideal,D,VS2,60.9,55.0,4.47,4.5,2.73,6.661
615,0.53,Premium,G,SI1,61.0,59.0,5.25,5.21,3.19,7.149
616,0.57,Ideal,E,SI1,62.2,57.0,5.33,5.31,3.31,7.386
617,0.3,Very Good,G,VS1,63.1,58.0,4.28,4.24,2.69,6.654
618,0.53,Very Good,F,SI1,61.5,59.0,5.15,5.19,3.18,7.185
619,0.54,Very Good,F,VS2,62.0,59.0,5.16,5.22,3.22,7.544
620,0.72,Premium,F,VS1,58.8,60.0,5.91,5.89,3.47,7.951
621,1.51,Premium,G,VS2,60.4,58.0,7.38,7.43,4.47,9.348
622,1.05,Good,D,SI2,60.0,63.0,6.59,6.64,3.97,8.425
623,0.9,Good,J,SI1,64.3,63.0,6.05,6.01,3.88,7.949
624,1.72,Very Good,E,SI2,61.0,57.0,7.67,7.76,4.71,9.362
625,1.22,Premium,G,SI1,60.7,59.0,6.92,6.96,4.21,8.778
626,0.34,Ideal,E,IF,62.0,56.0,4.51,4.49,2.79,7.125
627,0.37,Very Good,E,VVS2,61.2,55.0,4.63,4.68,2.85,6.658
628,0.33,Very Good,J,VS1,62.8,58.0,4.38,4.41,2.76,6.073
629,1.05,Ideal,D,SI1,60.0,55.0,6.66,6.61,3.98,8.538
630,1.07,Premium,G,SI2,59.8,60.0,6.65,6.7,3.99,8.343
631,0.41,Ideal,E,VS1,62.7,57.0,4.76,4.72,2.97,7.05
632,0.41,Ideal,F,IF,61.9,56.0,4.78,4.81,2.97,7.272
633,1.01,Premium,E,VVS1,61.6,58.0,6.57,6.45,4.01,9.295
634,0.51,Premium,F,SI1,60.7,58.0,5.14,5.1,3.11,7.259
635,0.3,Very Good,D,VS1,60.1,58.0,4.35,4.37,2.62,6.501
636,1.11,Good,H,SI1,64.2,58.0,6.47,6.53,4.17,8.417
637,1.31,Premium,E,SI2,61.2,60.0,7.02,6.93,4.27,8.552
638,0.3,Ideal,F,SI1,62.5,57.0,4.27,4.31,2.68,6.133
639,1.58,Premium,E,VS2,60.1,60.0,7.53,7.54,4.53,9.579
640,0.52,Premium,D,VVS1,58.8,61.0,5.31,5.27,3.11,7.845
641,0.9,Good,I,SI1,63.8,57.0,6.06,6.13,3.89,7.946
642,0.32,Very Good,G,IF,62.9,55.0,4.37,4.4,2.75,6.771
643,0.3,Ideal,F,SI1,62.5,57.0,4.3,4.31,2.69,6.163
644,1.08,Ideal,E,SI1,62.6,57.0,6.53,6.56,4.1,8.536
645,0.26,Very Good,F,VVS2,61.4,56.0,4.14,4.17,2.55,6.488
646,0.33,Premium,I,VVS2,61.0,58.0,4.46,4.42,2.71,6.611
647,0.54,Ideal,H,VVS1,60.3,56.0,5.28,5.33,3.2,7.521
648,0.3,Good,G,VS2,63.9,55.0,4.28,4.27,2.73,6.515
649,0.33,Ideal,E,SI1,62.4,56.0,4.43,4.41,2.76,6.611
650,0.31,Ideal,D,SI1,61.4,55.0,4.35,4.38,2.68,6.347
651,2.01,Very Good,I,SI1,58.9,63.0,8.22,8.16,4.82,9.625
652,1.65,Premium,G,SI2,62.2,58.0,7.62,7.55,4.72,9.207
653,0.43,Ideal,D,VS2,62.0,55.0,4.81,4.86,3.0,6.962
654,0.62,Fair,J,SI1,65.4,59.0,5.39,5.28,3.49,7.004
655,0.32,Premium,F,VS2,59.5,61.0,4.46,4.42,2.64,6.719
656,1.1,Premium,H,SI1,63.0,58.0,6.6,6.55,4.14,8.5
657,0.75,Ideal,F,SI2,62.4,56.0,5.84,5.79,3.63,7.807
658,0.24,Very Good,E,VS2,62.1,58.0,4.0,4.02,2.49,6.038
659,2.01,Good,I,SI1,62.2,61.0,7.94,8.01,4.96,9.64
660,1.22,Ideal,I,SI1,62.6,57.0,6.8,6.77,4.25,8.667
661,1.5,Premium,E,SI2,61.2,59.0,7.36,7.41,4.52,9.2
662,0.5,Very Good,E,VVS2,62.6,59.0,5.02,5.05,3.15,7.652
663,2.23,Very Good,J,VS2,61.0,58.0,8.36,8.39,5.11,9.598
664,0.3,Premium,H,VS1,60.1,61.0,4.32,4.3,2.59,6.515
665,1.4,Premium,H,VS2,62.9,55.0,7.15,7.06,4.47,9.088
666,0.27,Ideal,E,VS1,61.4,57.0,4.17,4.23,2.58,6.557
667,0.9,Fair,F,SI2,65.7,63.0,6.01,5.96,3.93,8.027
668,1.16,Ideal,I,VS2,60.8,56.0,6.85,6.81,4.15,8.628
669,0.9,Fair,J,VS1,65.4,60.0,6.02,5.93,3.91,7.994
670,0.32,Ideal,E,IF,62.6,55.0,4.41,4.38,2.75,7.065
671,0.7,Very Good,G,SI2,59.0,62.0,5.79,5.81,3.42,7.963
672,0.7,Ideal,F,VVS2,61.9,55.0,5.72,5.68,3.53,7.901
673,0.32,Very Good,G,SI2,63.4,55.0,4.35,4.32,2.75,6.292
674,1.26,Very Good,H,VS2,63.1,58.0,6.91,6.81,4.34,8.674
675,1.02,Very Good,E,VS2,60.0,59.0,6.54,6.59,3.94,8.841
676,0.76,Premium,D,SI1,61.1,59.0,5.93,5.88,3.61,7.954
677,0.3,Ideal,G,SI1,61.2,56.0,4.33,4.36,2.65,6.188
678,1.55,Premium,H,SI1,60.7,58.0,7.5,7.46,4.54,9.186
679,0.76,Good,I,SI1,64.1,59.0,5.75,5.73,3.68,7.609
680,1.03,Very Good,G,VS1,61.3,56.1,6.5,6.52,3.99,8.924
681,0.34,Ideal,G,VS2,62.2,55.0,4.47,4.5,2.79,6.39
682,0.99,Very Good,F,SI2,61.2,56.0,6.4,6.45,3.93,8.487
683,2.01,Good,I,SI2,64.6,57.0,7.82,7.88,5.07,9.448
684,0.25,Very Good,E,VVS1,60.2,59.0,4.11,4.13,2.48,6.354
685,0.71,Premium,D,SI1,61.0,61.0,5.82,5.75,3.53,7.96
686,0.53,Very Good,E,VS2,58.3,62.0,5.26,5.31,3.08,7.382
